ACRS Report Type,Route Type,Cross-Street Type,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Injury Severity,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Second Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Continuing Dir,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Equipment Problems,Latitude,Longitude,Fault
1,0,0,4,2,10,4,7,8,3,2,12,12,18,9,4,4,40,0,0,2016,4,39.06447833,-76.96897,0
1,4,3,9,6,10,4,7,8,1,2,12,12,18,0,2,2,30,0,0,2006,4,39.15549333,-77.21588833,1
2,3,0,7,9,0,4,1,8,1,2,9,9,0,11,1,1,25,0,0,1005,4,39.23014746,-77.24989229,0
2,3,0,16,2,0,4,1,8,1,1,12,12,18,9,2,2,45,0,0,2005,4,39.07722333,-77.00174333,0
2,3,0,7,2,0,1,1,8,1,3,9,9,18,1,3,3,5,0,1,2003,4,39.04145167,-77.05403667,1
2,0,0,9,2,0,5,1,8,1,3,9,9,17,1,2,1,25,0,0,2006,4,39.01153952,-77.06316948,1
1,0,0,16,2,7,1,1,0,2,0,1,12,18,9,1,2,35,0,0,2020,4,39.01596833,-77.02167,1
2,0,0,15,2,0,5,1,10,1,0,12,12,25,9,2,2,35,0,0,2013,7,39.17948,-77.11722833,1
1,3,3,9,2,0,1,7,8,2,2,9,9,18,17,1,1,35,0,0,2008,4,39.015615,-77.042215,0
1,3,4,16,6,10,4,6,8,1,1,12,12,18,0,1,1,40,0,0,1999,4,39.103375,-77.22388833,1
2,0,3,9,6,10,4,7,8,1,2,9,9,18,20,2,2,35,0,0,2009,4,39.01313833,-77.16067,0
2,4,3,4,6,10,4,7,8,1,1,1,1,18,14,4,4,35,0,0,2012,7,39.08445167,-77.13640333,0
2,3,4,15,2,0,4,1,4,1,1,12,12,14,9,0,0,50,0,0,2006,4,39.156365,-77.05852833,1
2,0,3,14,2,0,5,7,8,1,5,10,10,18,20,3,2,25,0,0,2008,7,39.07350265,-77.11193204,1
2,0,0,9,2,0,4,7,8,1,1,9,9,18,20,4,4,45,0,0,2014,4,39.13831466,-77.15362497,0
1,0,3,4,2,9,4,7,5,1,1,12,12,19,9,3,0,35,0,0,2010,4,39.05712333,-77.08454333,0
2,3,4,14,6,10,4,1,8,1,5,8,8,26,20,2,4,25,0,0,2016,4,38.98640833,-77.02099,0
2,3,4,16,2,0,3,1,10,1,2,12,12,18,4,2,2,40,0,0,2003,7,39.07795333,-77.14054,1
2,3,3,15,2,0,2,9,8,1,1,12,12,18,9,1,4,40,0,0,2003,4,39.11009333,-77.07431333,1
2,3,0,9,2,0,4,1,8,1,1,9,12,18,17,2,1,35,0,0,2015,4,39.00450683,-76.99689117,1
1,0,3,15,6,10,4,1,8,3,1,12,12,1,4,2,2,40,0,0,1985,4,39.15259167,-77.1119,1
2,3,3,9,2,0,4,7,8,1,5,9,9,18,20,4,4,35,0,0,2008,4,38.99921833,-76.99519667,0
2,3,4,9,2,0,4,1,8,1,1,9,14,14,17,1,1,35,0,0,2017,4,39.09226138,-76.94507852,0
2,3,0,9,6,9,4,7,8,1,5,12,12,15,17,0,0,40,0,0,1999,4,39.18176833,-77.281947,1
2,3,3,13,2,0,4,1,10,1,6,11,11,18,9,0,1,15,0,0,2005,7,39.15500167,-77.21175333,1
2,2,8,10,2,0,2,1,8,1,1,12,6,18,9,0,0,55,0,0,2006,4,39.01683667,-77.02538,1
2,0,0,16,6,10,4,6,8,1,1,12,12,18,9,0,0,30,0,0,2007,4,39.05739333,-76.96827833,0
2,3,3,12,2,0,4,1,8,1,5,8,8,18,2,1,1,0,0,0,0,4,39.03402833,-77.04882333,1
2,3,8,16,2,0,4,6,8,1,4,1,1,18,9,2,2,15,0,0,2002,4,39.11110333,-76.9342275,0
1,3,3,2,2,0,1,1,8,1,2,12,12,21,9,4,4,35,0,0,2013,7,39.153815,-77.21080167,0
2,0,3,9,3,0,7,7,8,1,2,4,9,18,9,2,2,30,0,0,2006,4,39.06947833,-77.10446999999998,0
2,3,4,7,2,0,4,7,8,4,1,3,3,18,6,4,1,40,0,0,2009,2,39.18193167,-77.26083667,0
0,3,0,13,2,0,1,1,10,1,2,8,8,18,1,3,3,0,0,0,2003,7,39.04415833,-77.11390667,1
2,3,0,2,2,1,3,7,8,1,1,12,11,18,9,0,1,25,0,0,2008,4,39.01362883,-76.9782427,1
2,3,3,9,6,10,4,7,8,1,5,13,13,5,2,4,4,35,0,0,2002,4,38.98802667,-77.07673333,1
2,0,0,16,6,10,1,7,8,1,1,6,6,18,9,1,1,35,0,0,2009,4,39.05722598,-77.16135694,0
2,3,6,9,2,0,4,1,8,1,2,9,9,18,20,1,1,35,0,0,2004,4,39.01412015,-77.11798780000002,0
2,3,0,7,2,0,4,1,8,1,1,3,3,18,9,4,4,15,0,0,2011,4,39.0627599,-77.12622286,0
2,9,0,4,2,0,4,1,8,1,5,1,1,18,9,0,2,35,0,0,2015,4,38.986599,-77.0264755,1
1,0,0,9,6,10,1,1,8,3,1,12,12,0,17,0,0,35,0,0,2040,4,39.10636147,-77.15468584,1
1,3,0,9,3,0,4,7,8,3,1,9,9,15,17,1,1,40,0,0,2016,4,39.12266333,-77.07332,0
2,3,4,7,2,0,4,1,4,2,5,1,1,18,2,2,2,50,0,0,2007,4,39.09072967,-77.1276215,1
2,3,0,14,2,0,4,1,10,1,6,4,4,19,9,2,2,45,0,0,1999,7,39.13951399,-77.06841588,1
2,5,0,13,2,0,4,1,8,1,5,13,11,26,9,0,0,25,0,0,2017,4,39.16770228,-77.18327726,1
1,1,4,3,3,10,2,1,8,1,0,12,12,18,16,0,2,25,0,0,2009,4,38.9944893,-77.00402677,1
2,3,0,7,2,0,5,1,10,1,6,8,8,19,9,3,3,25,0,0,2018,7,39.05117,-77.25549408,1
1,9,3,15,6,10,1,1,1,2,1,6,6,18,9,1,1,50,0,0,2013,4,39.11434333,-76.927975,1
1,9,0,15,2,0,1,7,8,1,4,12,12,0,6,2,4,35,0,0,2011,4,38.992955,-77.02671289,1
2,3,0,16,2,0,1,1,10,1,5,12,12,18,9,0,0,15,0,0,0,4,39.10944167,-77.20129667,1
2,3,8,16,2,0,4,7,4,1,2,12,12,18,17,2,2,40,0,0,2015,4,39.159765,-77.21968167,1
2,0,8,15,6,10,2,1,8,1,1,14,12,28,9,2,2,35,0,0,2000,4,39.08397167,-76.94120500000002,1
2,3,6,14,2,10,2,1,8,4,5,2,2,26,9,2,2,40,0,0,2006,7,39.04401215,-76.99217945,0
1,3,0,4,2,0,1,7,8,1,1,6,6,18,0,0,1,45,1,0,2007,4,39.04163667,-77.110125,1
1,0,0,4,2,0,4,1,8,2,2,0,0,3,9,4,4,30,0,0,2016,4,39.058285,-77.06517333,0
2,3,3,14,2,0,1,4,8,1,5,10,10,18,9,2,2,25,0,0,2008,4,38.98351833,-77.09384667,0
2,0,3,9,2,0,4,7,8,1,5,9,9,21,17,2,4,35,0,0,2014,4,39.05803833,-77.049385,0
2,3,0,14,2,0,4,7,8,1,5,10,10,29,1,1,1,35,0,0,2008,7,39.04718,-77.05268833,0
1,7,0,4,2,0,1,7,10,3,1,12,12,0,6,4,1,35,0,0,2010,4,39.16925584,-77.2828325,1
1,0,3,7,2,4,4,1,10,1,6,1,15,18,19,3,3,5,0,0,2014,7,39.1213706,-77.17360670000002,1
2,1,0,16,2,0,4,1,8,1,2,9,9,19,1,2,2,45,0,0,2015,4,39.08213833,-77.07953667,0
1,3,0,7,2,0,4,6,8,3,1,12,12,18,0,2,2,25,0,1,2007,4,39.03562517,-77.065154,1
1,3,8,9,2,0,4,1,8,1,2,9,9,18,17,1,1,45,0,0,2016,4,39.15988012,-77.20172575,0
2,0,0,7,2,0,4,1,8,1,5,6,6,18,1,4,4,25,0,0,2012,4,39.05815859,-77.06810474,0
2,3,4,2,2,0,5,1,10,1,3,12,12,18,21,3,2,40,0,0,2010,7,39.04607934,-77.19148008,1
2,3,0,1,2,0,2,6,8,1,1,9,9,18,6,1,2,45,0,0,2007,4,39.07265833,-77.06474833,1
2,3,8,4,6,10,4,2,8,1,1,1,14,18,9,2,2,35,0,0,2000,2,39.00442333,-77.09766833,0
1,3,0,16,2,0,4,6,8,1,1,12,12,18,6,1,0,25,0,0,2016,4,38.97051,-77.11618333,1
1,3,0,7,2,0,1,7,8,1,3,12,12,18,7,1,4,40,0,0,2001,4,39.01030333,-77.11492167,1
1,3,0,9,2,0,4,1,8,1,5,9,9,18,20,0,0,40,0,0,2017,4,39.112195,-77.08795333,0
2,3,0,7,3,0,3,1,8,1,2,12,12,28,7,3,3,0,0,0,2000,4,39.044045,-77.19355667,1
1,3,0,7,2,0,4,1,8,1,2,9,9,18,20,1,1,60,0,0,2007,4,39.024185,-76.97913667,0
2,0,0,6,10,8,7,1,10,2,6,6,6,28,9,3,0,30,1,0,2015,7,39.0275681,-77.0236307,1
1,0,0,4,2,0,1,1,8,3,2,12,12,0,6,2,4,35,0,0,2014,4,38.953,-77.33800000000002,1
1,3,0,15,2,0,4,1,8,2,1,12,12,18,13,3,2,35,0,0,2006,4,39.16321453,-76.97765127,1
2,9,0,9,2,10,1,7,8,1,1,12,12,18,18,1,1,50,0,0,2014,4,39.07212533,-76.95624583,1
1,9,0,4,6,10,4,7,8,3,0,12,12,29,9,1,1,40,0,0,2011,4,39.04634333,-76.98694333,0
2,3,0,9,2,0,1,1,4,1,1,12,12,18,9,4,4,40,0,1,2008,4,39.03079333,-77.02165500000002,1
2,0,0,15,2,2,4,1,6,1,5,6,6,26,17,2,2,25,0,0,2014,4,39.06242,-77.09143333,1
1,0,0,9,6,10,1,1,8,1,1,2,2,18,17,0,4,40,0,0,2012,4,39.06572167,-76.97332667,0
2,3,0,7,2,0,4,1,8,1,2,6,6,18,9,2,2,5,0,0,2016,7,39.03926833,-77.051975,1
1,9,0,7,6,10,4,7,8,1,2,1,1,18,20,2,0,25,0,0,2010,5,39.0464749,-76.98679699,0
2,0,0,9,2,10,4,1,8,1,2,9,9,29,20,0,0,30,0,0,1996,4,39.01251,-77.05215667,0
2,0,0,7,2,0,1,0,8,1,5,12,0,21,9,4,4,50,0,0,2007,4,39.11624766,-77.20840037,0
1,9,4,9,2,0,4,1,8,4,0,9,9,18,12,4,1,50,0,1,2010,4,39.09174141,-77.12516601,0
1,3,8,14,3,0,4,1,8,1,2,8,8,19,2,2,0,30,0,0,2004,4,39.15363920000001,-77.21074797,1
2,0,0,7,2,0,4,1,8,1,5,11,11,26,13,0,0,0,0,0,2008,4,39.02587,-77.10136999999997,1
1,0,1,4,3,0,4,7,8,3,1,12,12,18,9,2,2,35,0,0,2000,4,39.11475833,-77.18567333,0
2,0,0,3,6,10,1,1,1,1,2,12,12,18,9,0,0,25,0,0,2017,4,39.02234333,-77.02537,1
2,3,0,16,2,0,4,6,8,1,5,8,8,26,6,0,2,40,0,0,2013,4,39.17161667,-77.29806833,1
1,3,6,9,2,0,4,7,8,1,2,8,8,18,20,2,2,40,0,0,2016,4,39.03075,-77.12649833,0
1,3,0,7,2,0,4,7,8,4,1,12,12,14,14,0,0,40,0,0,2013,4,39.09492,-77.11257667,1
2,0,3,16,2,0,4,1,8,1,1,12,12,0,9,2,2,35,0,0,2007,4,39.15531733,-77.0667735,1
2,3,6,9,2,0,2,0,8,1,2,9,9,0,20,1,1,35,0,0,2008,4,39.14972667,-77.21465167,0
2,3,0,9,8,0,2,1,10,1,5,12,15,18,9,0,0,40,0,0,2014,4,39.10227418,-77.09131792,1
2,3,0,16,2,0,5,6,8,1,1,1,1,18,9,1,1,30,0,0,1998,4,38.98807833,-77.09944,0
2,3,0,4,3,0,4,6,8,3,1,10,10,18,11,1,0,30,0,0,1992,4,39.25051167,-77.19471999999998,1
1,0,0,14,2,0,4,7,8,1,1,3,3,18,2,0,0,35,0,0,2003,4,39.12292539999999,-77.15673298,0
1,3,8,9,2,0,4,7,8,3,2,9,9,18,20,0,0,35,0,0,2012,4,39.18307971,-77.25767255,0
2,4,3,9,2,0,4,7,8,1,1,12,12,18,17,1,1,35,0,0,2014,4,39.14746743,-77.21868692,1
1,3,0,9,2,0,4,7,8,1,5,12,12,18,17,2,2,40,1,0,2006,4,39.10675949,-77.15867625,1
2,5,0,4,2,0,1,1,8,1,1,2,2,18,0,1,0,35,0,0,2005,4,39.05088,-77.12641500000002,1
2,4,3,6,2,0,4,7,8,1,1,15,13,18,9,4,4,35,0,0,2020,4,39.12108472,-76.98891724,0
2,0,0,7,2,10,1,1,8,1,1,12,12,18,9,1,1,30,0,1,2006,4,39.06031667,-77.11674000000002,0
2,3,4,14,2,0,4,1,8,1,5,8,8,26,17,4,4,45,0,0,2016,2,39.09145667,-77.12651,0
2,3,0,12,2,0,4,1,8,1,2,6,6,18,9,2,2,30,0,0,2012,4,39.03520767,-77.177757,0
2,2,3,13,2,0,4,1,10,1,2,2,2,18,9,0,0,55,0,0,2018,7,39.02954667,-77.04089195,1
1,0,0,16,11,1,4,1,8,4,1,12,12,0,9,0,0,45,0,0,2005,4,39.11969167,-77.018465,0
2,3,4,14,2,0,1,1,8,1,5,8,8,26,20,1,1,30,0,0,2016,4,38.98063,-77.08146500000002,0
1,0,3,15,2,0,4,1,8,3,1,12,12,18,9,0,0,45,0,0,2008,4,39.05599,-77.17838167,1
1,4,4,7,6,10,1,1,8,1,0,1,10,18,9,3,3,25,0,0,2007,4,39.02557667,-77.07174833,1
2,0,3,9,2,0,4,1,8,1,2,9,9,18,17,1,1,50,0,0,2017,5,39.23722067,-77.05569483,0
2,0,3,16,0,0,6,7,8,1,1,13,13,18,6,0,2,35,0,0,2006,4,39.05694833,-77.07361833,1
1,3,8,0,2,9,4,7,8,2,2,12,12,18,6,4,1,45,0,0,2014,4,39.199995,-77.24528000000002,1
2,3,0,9,2,0,4,1,8,1,5,9,9,18,1,2,2,25,0,0,2015,4,39.05461333,-77.11401667,1
2,3,8,9,2,0,4,10,8,1,5,13,13,18,7,4,2,35,0,0,2005,4,39.15243167,-77.21255833,0
2,0,0,7,3,0,4,6,8,4,5,9,9,17,1,1,2,30,0,0,2005,4,39.13391167,-77.44856667,1
1,0,0,1,2,0,4,6,8,2,1,12,12,25,0,0,0,15,0,0,2010,4,39.24405,-77.26614833,1
2,3,0,14,2,0,4,1,8,1,5,1,1,23,12,1,1,0,0,1,2020,4,39.22282367,-77.23119583,0
2,3,3,7,2,0,4,1,8,1,6,12,12,18,9,3,3,10,0,0,1994,4,38.981435,-77.010255,1
1,0,0,15,2,0,4,1,8,3,5,12,12,18,9,2,2,25,0,0,1993,4,39.155385,-77.19765667,0
1,3,0,16,2,0,4,10,8,2,1,6,13,18,9,0,0,35,0,0,2011,4,39.03005117,-77.00330257,0
2,3,0,14,2,0,4,7,10,1,5,1,1,18,9,2,2,35,0,0,0,7,39.06133453,-77.05261497,1
2,3,0,4,2,0,4,1,8,1,1,12,12,18,9,1,2,30,0,0,2006,4,39.15453833,-77.06674167,0
2,3,0,15,3,0,4,1,8,1,0,8,8,21,1,1,1,0,0,0,2013,3,39.08381333,-77.15299499999998,1
2,3,0,9,2,0,1,1,8,0,5,15,9,18,17,4,4,35,0,0,2009,4,39.02167167,-77.01487833,0
2,3,0,14,2,0,4,1,8,1,5,12,12,18,0,2,1,5,0,0,2005,4,39.07906667,-77.07269667,1
2,3,0,7,2,0,1,1,8,1,2,12,12,18,0,1,1,25,0,0,2016,4,38.99104667,-77.06542333,1
1,9,1,9,2,0,1,1,8,1,5,9,9,18,9,2,2,35,0,0,2002,4,39.008545,-77.01883333,0
1,3,8,9,2,4,4,7,8,1,5,12,12,18,17,0,0,40,0,0,2015,4,39.037095,-77.051615,0
2,3,0,1,2,0,4,1,10,1,6,9,9,18,1,3,4,15,0,0,0,4,39.07990349,-77.07946628,1
1,0,3,7,2,0,4,6,8,1,5,12,12,18,7,0,0,30,0,0,2008,4,38.99809833,-77.03058333,1
1,3,0,16,5,10,1,7,8,1,1,12,12,19,0,1,0,35,0,0,2002,4,39.09082833,-77.04496833,1
2,3,0,9,2,0,4,1,4,1,5,12,12,18,9,1,1,35,0,0,2014,4,39.00331833,-77.110045,1
2,3,0,14,2,1,4,7,8,1,5,10,10,19,20,2,2,35,0,0,2015,4,39.04749667,-77.00263333,0
2,0,3,9,7,0,4,7,8,0,2,12,12,29,17,4,1,30,0,0,2005,4,39.069435,-77.10452167,1
2,3,0,7,2,0,4,1,10,1,2,12,12,0,11,3,3,15,0,0,2014,7,38.996505,-77.023735,1
1,0,4,9,2,0,4,1,8,1,2,12,12,18,17,1,1,35,0,1,2012,4,39.06246333,-77.17680833,1
2,0,3,14,2,0,4,1,8,1,5,10,10,26,20,1,2,35,0,0,2016,4,39.00688033,-76.98091167,0
2,0,8,7,2,0,4,1,8,1,2,10,10,19,12,1,1,25,0,1,2017,4,39.02003167,-77.05348833,0
1,3,0,15,2,0,1,1,8,1,3,12,9,18,19,3,3,5,0,0,2017,4,38.98563,-77.00221667,1
1,4,0,16,2,10,4,7,8,1,1,12,3,18,9,1,1,45,0,0,2012,4,39.12137932,-77.08064,1
2,0,3,16,3,0,5,6,8,4,0,1,1,18,0,3,4,35,0,0,2015,4,39.0117396,-77.2013,1
2,3,0,9,2,0,4,7,8,1,1,9,9,18,17,0,0,65,0,0,2011,4,39.09613667,-77.10963667,0
2,3,3,9,2,0,4,1,8,1,5,9,9,18,17,1,1,35,0,0,2006,4,39.00540667,-77.04001833,0
2,3,4,9,2,8,4,1,8,1,5,9,5,18,17,2,2,35,0,0,2013,4,39.08729167,-77.15002667,0
1,9,5,9,2,0,4,7,8,2,2,9,9,0,20,2,2,50,0,0,2007,4,39.05812,-76.96841500000002,0
2,0,0,9,2,10,1,1,10,1,1,12,12,18,9,2,2,35,0,0,1993,4,39.15945333,-77.185535,1
1,9,8,9,2,0,4,7,8,1,2,9,9,18,17,2,2,40,0,0,1997,4,39.030995,-77.00472667,0
1,3,3,9,2,0,4,1,8,3,1,12,12,18,9,2,2,40,0,0,2007,2,39.25460667,-77.14377833,1
1,0,0,9,2,0,4,1,8,1,1,9,9,18,17,2,0,40,0,0,2008,4,39.20224167,-77.262885,0
1,3,0,9,1,0,4,1,8,2,0,9,9,18,17,4,4,30,0,0,2009,4,39.10420833,-76.946325,0
1,0,3,14,2,0,4,7,8,2,2,13,13,14,17,2,2,45,0,0,2002,4,39.10410833,-77.20664833,1
1,3,0,9,6,10,4,7,5,3,6,12,12,28,10,1,1,45,0,0,2013,7,39.10656,-77.158419,1
2,3,4,4,2,0,4,7,8,1,1,0,0,17,9,2,2,40,0,0,2001,4,39.15252331,-77.39538333,0
1,3,4,9,2,0,4,1,8,1,3,12,12,18,17,0,0,30,0,0,1990,4,39.08512333,-77.164405,1
2,2,6,14,5,10,1,5,8,1,5,1,1,18,10,4,2,55,0,0,2017,0,39.11227027,-77.18982595,1
1,3,0,4,2,0,4,7,8,1,2,2,2,18,6,4,1,40,0,0,2016,4,39.15639667,-77.266165,1
1,3,3,7,2,0,4,7,8,1,2,12,12,0,0,0,0,40,1,0,2017,4,39.0344535,-77.10691383,0
2,0,0,5,3,0,2,1,8,1,1,12,12,18,9,4,4,50,0,0,2015,4,39.18541654,-77.13613093,0
2,3,4,16,2,0,4,7,8,1,1,12,1,18,6,1,0,30,0,0,2014,4,38.98076333,-77.12830333,0
2,3,0,16,2,0,1,10,8,1,2,12,12,0,18,2,4,25,0,0,2014,4,39.18972667,-77.24156833,1
2,3,0,9,2,0,4,1,8,1,2,9,9,18,6,2,4,35,0,0,2019,4,39.150895,-77.149365,0
2,0,4,2,2,0,4,6,8,1,5,8,8,7,9,2,4,25,0,0,2016,4,38.96244217,-77.05178753,0
1,3,0,9,2,0,4,1,8,3,5,9,9,0,20,2,3,10,0,0,2015,4,39.17850016,-77.23957571,0
1,0,0,15,6,10,4,1,8,3,1,1,6,18,9,4,4,35,0,0,2002,4,39.06967333,-77.28362667,1
1,3,4,0,2,0,4,7,8,2,1,12,12,18,18,2,2,35,0,0,2008,4,39.096405,-77.153335,0
2,0,4,4,2,3,1,6,8,1,1,6,6,18,9,0,0,20,0,0,2009,4,38.99928,-77.07277833,0
2,4,3,8,3,0,4,7,8,1,5,10,10,18,0,1,0,30,0,0,2004,4,39.02750422,-77.07663283,0
2,3,4,0,2,0,3,7,8,1,5,12,12,18,9,2,2,35,0,0,1999,4,39.14901833,-77.206055,0
2,3,9,9,2,0,4,7,8,1,2,9,9,19,9,2,2,35,0,0,2005,4,39.14542333,-77.21996833,0
2,4,4,14,2,0,1,1,8,1,1,6,6,18,9,0,0,25,0,0,2015,4,39.10777,-77.21548833,1
1,0,0,12,6,10,4,7,8,1,2,12,12,18,6,4,0,30,0,0,2015,4,39.04865,-77.121175,1
0,3,0,7,0,0,4,1,8,1,5,8,9,21,1,1,1,0,0,0,2014,4,39.04951255,-76.97979585,1
1,0,8,9,9,7,1,1,8,3,2,9,9,18,9,2,2,40,0,1,2004,4,39.22823167,-77.25445667,0
2,3,0,7,3,0,4,1,8,1,5,6,6,0,7,3,3,10,0,0,2013,4,39.02398833,-77.1445,1
1,3,0,4,2,0,4,1,8,1,1,6,12,18,6,2,4,35,0,0,2017,4,39.108985,-76.922875,1
2,5,0,16,5,10,4,1,8,1,1,12,12,18,9,1,1,30,0,0,2010,4,39.05647667,-76.95286667,0
2,4,4,9,2,0,4,1,8,1,1,6,6,18,9,2,0,25,0,0,2004,4,39.07211408,-77.15049741,1
2,3,3,16,1,0,4,1,8,1,1,1,1,18,9,2,2,45,0,0,2009,4,39.11184,-77.07599499999998,0
2,3,0,15,2,0,4,1,8,1,5,10,10,20,1,3,4,0,0,0,2013,4,39.09562987,-77.1892333,1
2,4,4,4,2,0,4,7,8,1,1,12,12,18,9,1,1,30,0,1,2009,4,39.15161167,-77.20702333,0
1,0,3,16,2,0,4,1,6,1,5,12,8,12,9,2,2,25,0,0,2011,4,39.149405,-77.026615,0
1,3,0,15,2,0,4,1,8,2,1,12,12,18,9,2,2,30,0,0,2018,4,39.10735833,-77.07343167,1
2,0,0,11,3,10,4,1,8,1,5,1,1,18,7,2,2,25,0,0,1974,4,39.068753,-77.01492509,1
1,0,0,4,2,0,4,7,8,2,6,1,1,18,18,0,0,35,0,0,2016,4,39.08398667,-76.95143,0
2,3,0,3,2,0,4,1,8,1,1,12,12,0,9,1,1,45,0,0,2000,4,39.07347667,-77.07829167,0
1,3,0,15,2,0,4,1,8,2,1,7,7,20,9,4,4,40,0,0,2010,0,38.98628547,-77.14366161,0
2,3,2,7,6,0,4,1,8,1,3,9,9,19,18,2,2,0,0,0,1993,4,39.18573333,-77.2624,1
2,3,0,15,2,0,7,1,8,1,2,10,10,20,9,0,0,40,0,0,8888,7,39.11801028,-76.97943091,0
2,9,0,9,2,0,4,7,8,1,5,9,9,18,7,2,2,45,0,0,2016,4,39.04648484,-76.98687673,0
1,3,0,9,2,0,4,7,8,2,2,9,9,18,17,1,1,40,0,0,2011,4,39.02002558,-76.97651267,0
2,3,5,15,2,0,4,1,8,1,1,6,10,19,14,2,2,40,0,0,2007,4,39.21396333,-77.24934333,1
2,3,0,9,2,0,1,7,8,1,5,9,9,3,20,1,1,35,0,0,2013,4,39.04313667,-77.051785,0
2,3,0,9,3,0,4,1,8,1,1,9,9,18,17,2,2,30,0,0,2011,4,39.12196667,-77.17696,0
2,3,6,9,3,0,4,1,8,1,1,12,12,12,7,1,1,35,0,0,2001,4,39.002315,-77.07708667,1
2,3,0,9,2,0,0,1,8,1,1,9,9,0,16,0,0,45,0,0,2016,4,39.12024,-76.98580167,0
2,3,0,15,2,0,0,1,8,1,1,1,1,18,9,2,2,35,0,0,2012,4,39.00731500000001,-77.09760333,1
2,2,6,14,2,0,4,10,8,1,2,11,11,18,9,2,2,55,0,0,2007,4,39.14874833,-77.21717833,0
2,3,0,14,3,0,4,1,8,4,5,1,1,19,9,2,2,35,0,0,2017,4,39.05738964,-77.05007096,1
1,0,0,4,3,0,4,6,8,3,1,10,10,18,18,4,4,30,0,1,2015,4,39.03631167,-77.04831833,0
1,0,8,16,3,0,4,1,8,1,2,6,6,0,14,2,0,25,0,0,2015,4,39.13029167,-77.17470667,1
2,3,0,7,2,0,4,1,8,1,1,12,12,0,13,3,3,5,0,0,2016,4,38.96394833,-77.10798167,1
1,0,3,9,2,0,4,1,8,2,1,7,9,18,17,2,2,35,0,0,2016,4,39.11570833,-77.16606,0
2,0,0,4,2,0,4,7,8,1,1,2,2,9,6,0,2,35,0,0,2005,3,39.12381667,-77.15434,1
2,0,8,9,2,0,4,1,8,1,2,12,12,18,9,0,0,40,0,0,2009,4,39.174825,-77.259885,1
2,0,0,6,2,0,4,1,8,1,1,1,1,24,9,1,1,35,0,0,2003,4,39.1638715,-77.19222633,1
2,0,3,9,3,0,4,7,8,1,2,9,9,25,1,0,0,25,0,0,2015,4,38.99278283,-77.09569383,1
1,0,0,16,2,0,1,7,8,2,1,12,12,0,9,1,1,45,0,0,2008,4,39.11513333,-77.216075,0
1,3,8,16,2,0,4,7,8,3,0,13,13,0,6,4,2,25,0,0,2017,4,39.153535,-77.27771833,1
1,0,3,4,2,3,1,7,8,1,2,12,12,18,9,4,4,25,0,0,2017,4,39.06819,-77.06108833,0
2,0,3,7,9,9,1,1,8,1,2,12,12,18,20,0,0,35,0,0,2008,4,38.99384723,-77.00912833,0
1,0,8,1,6,10,4,1,8,1,2,6,15,24,9,2,4,35,0,0,2004,4,39.11970167,-77.15686167,1
2,3,0,7,2,0,4,1,8,1,5,10,10,19,13,0,0,15,1,0,2004,7,39.08403545,-77.18099325,1
2,0,0,6,2,0,4,1,8,1,5,1,1,5,9,1,1,15,0,0,2008,4,39.070145,-77.07441,1
2,0,0,9,3,10,4,1,8,1,2,12,12,0,17,2,2,35,0,0,2018,4,39.0043605,-77.22466917,1
2,3,0,7,2,0,1,1,10,1,2,9,9,18,1,1,1,15,0,0,2010,4,39.16219241,-77.20619425,1
2,3,4,7,10,0,4,6,10,1,5,10,10,18,20,4,4,25,0,0,2016,7,38.98225146,-77.01358616,0
2,3,9,13,2,10,1,0,1,1,0,12,12,22,9,0,0,35,0,0,2013,4,39.021315,-77.01422833,1
2,3,0,9,6,10,4,1,8,1,1,12,12,18,9,4,4,35,0,0,2018,4,39.16051597,-76.97521644,1
2,6,0,7,1,0,4,1,10,1,6,9,9,5,3,1,2,5,0,0,2016,7,38.98719675,-76.98498625,1
1,3,8,16,2,0,4,6,9,1,2,12,12,17,7,1,1,60,0,0,2015,4,39.07914963,-77.07280397,0
2,0,0,9,6,10,1,7,8,1,0,15,15,18,9,2,2,40,1,0,2017,7,39.12917333,-77.167325,1
1,3,0,9,2,0,4,0,8,1,2,9,9,18,17,2,2,35,0,0,2007,7,39.01225833,-77.041675,0
2,3,0,9,3,0,4,1,8,1,5,9,9,18,20,2,2,40,0,0,2016,4,39.05291819,-76.99416161,0
1,0,3,9,2,0,4,7,1,3,2,12,6,18,17,0,0,35,0,0,2009,4,38.99995833,-77.07782667,1
2,3,3,16,3,10,1,7,8,1,2,6,6,18,9,4,4,40,0,0,1995,7,39.05192833,-77.07463667,1
2,0,0,14,2,0,4,1,8,1,1,12,12,18,19,1,1,35,0,0,2002,4,39.15549333,-77.19786500000002,1
2,0,0,9,2,0,4,2,8,1,1,9,9,0,17,1,4,40,0,0,2013,4,39.057,-77.071,0
2,0,0,10,2,0,4,2,8,1,2,13,13,18,14,1,1,30,0,0,2011,4,39.03417161,-76.99965477,1
1,3,0,7,2,0,4,1,8,1,1,13,0,18,1,2,2,5,0,0,2016,4,39.15635892,-76.97991371,1
2,3,3,14,2,0,4,7,8,1,2,10,10,19,9,4,4,35,0,0,2015,4,38.98792241,-77.07684338,0
